product_id,メーカー,ブランド名,アイテムカテゴリ,ベストコスメ,ランキングIN
10189359,VT COSMETICS,VT(ブイティー),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2023 ベストシートマスク 第3位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2023 価格別賞 ロープライス部門 シートマスク 第1位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2022 ベストシートマスク 第1位', 'BestCosme_Award_4': '@cosmeベストコスメアワード2021 ベストシートマスク 第1位', 'BestCosme_Award_5': '@cosmeベストコスメアワード2021 @cosme STORE ベストヒット賞 総合 第1位', 'BestCosme_Award_6': '@cosmeベストコスメアワード2020 上半期新作ベストシートマスク・パック 第2位'}",シートマスク・パックランキング 13位
10145207,the SAEM international,the SAEM,ベースメイク > 化粧下地・コンシーラー > コンシーラー,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2020 殿堂入り', 'BestCosme_Award_2': '@cosmeベストコスメアワード2020 @cosme STORE ベストヒット賞 ベースメイク 第2位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2019 ベストコンシーラー 第1位', 'BestCosme_Award_4': '@cosmeベストコスメアワード2019 @cosme STORE ベストヒット賞 ベースメイク 第1位', 'BestCosme_Award_5': '@cosmeベストコスメアワード2018 ベストコンシーラー 第1位'}",コンシーラーランキング 11位
10176465,iFAMILYSC,rom&nd,メイクアップ > 口紅・グロス・リップライナー > 口紅,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2022 ベストリキッドルージュ 第2位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2021 ベストリキッドルージュ 第1位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2020 ベストリキッドルージュ 第1位', 'BestCosme_Award_4': '@cosmeベストコスメアワード2020 上半期新作ベストリキッドルージュ 第2位'}",ティントランキング 18位
10217471,TIRTIR,TIRTIR,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストクッションファンデ 第2位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2024 価格別賞 ロープライス部門 ファンデーション 第1位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2023 ベストクッションファンデ 第1位', 'BestCosme_Award_4': '@cosmeベストコスメアワード2023 価格別賞 ロープライス部門 ファンデーション 第1位', 'BestCosme_Award_5': '@cosmeベストコスメアワード2022 ベストクッションファンデ 第2位', 'BestCosme_Award_6': '@cosmeベストコスメアワード2022 価格別賞 ロープライス部門 ファンデーション 第1位', 'BestCosme_Award_7': '@cosmeベストコスメアワード2022 上半期新作ベストクッションファンデ 第1位', 'BestCosme_Award_8': '@cosmeベストコスメアワード2022 上半期新作コスメ 価格別賞 ロープライス部門 ファンデーション 第1位', 'BestCosme_Award_9': '@cosmeベストコスメアワード2022 @cosme STORE 上半期新作ベストヒット賞 総合 第2位'}",その他ファンデーションランキング 2位
10245780,BENOW,ナンバーズイン(numbuzin),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストシートマスク 第1位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2024 価格別賞 ミドルプライス部門 シートマスク 第1位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2024 上半期新作ベストシートマスク 第3位'}",シートマスク・パックランキング 1位
10235626,iFAMILYSC,rom&nd,メイクアップ > アイブロウ > 眉マスカラ,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 総合 第3位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2024 ベストアイブロウ 第1位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2024 価格別賞 ロープライス部門 アイブロウ 第1位', 'BestCosme_Award_4': '@cosmeベストコスメアワード2023 ベストアイブロウ 第3位', 'BestCosme_Award_5': '@cosmeベストコスメアワード2023 下半期アイブロウ新人賞'}",眉マスカラランキング 1位
10217712,アモーレパシフィックジャパン,イニスフリー,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2023 価格別賞 ミドルプライス部門 美容液 第1位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2022 上半期新作ベスト美容液 第2位'}",
10198590,The Founders,Anua,スキンケア・基礎化粧品 > 化粧水 > 化粧水,,化粧水ランキング 17位
10210539,Torriden,Torriden (トリデン),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストシートマスク 第3位'},シートマスク・パックランキング 3位
10216004,BENOW,ナンバーズイン(numbuzin),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,韓国コスメランキング 5位
10137757,セキド,MEDIHEAL(メディヒール),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2022 ベストシートマスク 第2位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2021 ベストシートマスク 第2位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2020 ベストシートマスク・パック 第3位'}",
10137755,セキド,MEDIHEAL(メディヒール),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2020 ベストシートマスク・パック 第1位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2019 ベストパック 第2位'}",
10094124,ミシャ ジャパン,MISSHA（ミシャ）,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,{'BestCosme_Award_1': '@cosmeベストコスメアワード2018 ベストクッションファンデ 第2位'},
10210133,アモーレパシフィックジャパン,イニスフリー,ベースメイク > フェイスパウダー > ルースパウダー,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2023 ベストパウダー 第3位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2022 ベストパウダー 第2位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2022 価格別賞 ロープライス部門 パウダー 第1位', 'BestCosme_Award_4': '@cosmeベストコスメアワード2021 下半期パウダー新人賞'}",ルースパウダーランキング 4位
10192740,VT COSMETICS,VT(ブイティー),スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,,
2926413,ミシャ ジャパン,MISSHA（ミシャ）,ベースメイク > 化粧下地・コンシーラー > 化粧下地 > 日焼け対策・UVケア > 日焼け止め・UVケア(顔用),,
10169275,CLIO COSMETICS,CLIO,メイクアップ > アイシャドウ > パウダーアイシャドウ > コフレ・キット・セット > メイクアップキット・パレット,,
10228908,Rainmakers,Wonjungyo,メイクアップ > マスカラ > マスカラ,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストマスカラ 第1位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2024 価格別賞 ロープライス部門 マスカラ 第1位'}",マスカラランキング 2位
10191382,魔女工場,manyo,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10165317,アモーレパシフィックジャパン,LANEIGE(ラネージュ),スキンケア・基礎化粧品 > 目元・口元スペシャルケア > リップケア・リップクリーム,{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストリップケア 第3位'},リップケア・リップクリームランキング 4位
2895519,フードコスメ,SKINFOOD(スキンフード),スキンケア・基礎化粧品 > パック・フェイスマスク > ゴマージュ・ピーリング > スキンケア・基礎化粧品 > パック・フェイスマスク > マッサージ料 > スキンケア・基礎化粧品 > パック・フェイスマスク > 洗い流すパック・マスク,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2017 ベスト角質ケア 第1位', 'BestCosme_Award_2': '2011年@cosmeベストコスメ大賞 角質ケア・マッサージ部門 第3位', 'BestCosme_Award_3': '2010年@cosmeベストコスメ大賞 パック・その他部門 第2位'}",
10230342,TIRTIR,TIRTIR,ベースメイク > 化粧下地・コンシーラー > 化粧下地 > 日焼け対策・UVケア > 日焼け止め・UVケア(顔用),{'BestCosme_Award_1': '@cosmeベストコスメアワード2023 上半期新作ベスト化粧下地 第3位'},日焼け止め・UVケア(顔用)ランキング 20位
10157372,ミシャ ジャパン,MISSHA（ミシャ）,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,{'BestCosme_Award_1': '@cosmeベストコスメアワード2019 ベストクッションファンデ 第1位'},
10225136,COSRX,COSRX(コスアールエックス),スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10235552,Rainmakers,Wonjungyo,メイクアップ > アイシャドウ > ジェル・クリームアイシャドウ,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベスト涙袋・二重メイク 第1位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2023 ベスト涙袋・二重メイク 第2位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2023 上半期新作ベスト涙袋・二重メイク 第1位'}",ジェル・クリームアイシャドウランキング 2位
10239308,BENOW,ナンバーズイン(numbuzin),スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,韓国コスメランキング 18位
10082122,トゥークールフォースクール,too cool for school,ベースメイク > フェイスパウダー > プレストパウダー,,シェーディングランキング 8位
10189992,SamchicCosmetics,SAM'U,スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,,
10222606,Laka COSMETICS,Laka,メイクアップ > 口紅・グロス・リップライナー > 口紅,{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストリキッドルージュ 第3位'},ティントランキング 2位
10171625,アリエルトレーディング,LAGOM(ラゴム),スキンケア・基礎化粧品 > 洗顔料 > その他洗顔料,,その他洗顔料ランキング 2位
10233050,iFAMILYSC,rom&nd,メイクアップ > 口紅・グロス・リップライナー > 口紅 > スキンケア・基礎化粧品 > 目元・口元スペシャルケア > リップケア・リップクリーム,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストリップスティック 第3位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2024 価格別賞 ロープライス部門 リップ 第1位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2023 上半期新作ベストリップスティック 第2位'}",口紅ランキング 14位
10206536,iFAMILYSC,rom&nd,メイクアップ > マスカラ > マスカラ,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2022 ベストマスカラ 第1位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2022 価格別賞 ロープライス部門 マスカラ 第1位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2022 上半期新作ベストマスカラ 第1位', 'BestCosme_Award_4': '@cosmeベストコスメアワード2022 上半期新作コスメ 価格別賞 ロープライス部門 マスカラ 第1位'}",マスカラランキング 19位
10173734,魔女工場,manyo,スキンケア・基礎化粧品 > クレンジング > オイルクレンジング,,オイルクレンジングランキング 12位
10201907,BENOW,ナンバーズイン(numbuzin),スキンケア・基礎化粧品 > 化粧水 > 化粧水,,
10202274,SkinFactory,KUNDAL,ヘアケア・スタイリング > シャンプー・コンディショナー > シャンプー・コンディショナー > ヘアケア・スタイリング > スペシャルヘアケア > 頭皮ケア,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2023 ベストシャンプー・コンディショナー 第2位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2022 ベストシャンプー・コンディショナー 第2位'}",
10202882,Torriden,Torriden (トリデン),スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,美容液ランキング 9位
10191850,iFAMILYSC,rom&nd,メイクアップ > アイシャドウ > ジェル・クリームアイシャドウ,,ジェル・クリームアイシャドウランキング 19位
10203840,VT COSMETICS,VT(ブイティー),スキンケア・基礎化粧品 > 化粧水 > 化粧水,,
10177715,銀座ステファニー化粧品,CNP Laboratory(シーエヌピーラボラトリー),スキンケア・基礎化粧品 > 化粧水 > ミスト状化粧水,{'BestCosme_Award_1': '@cosmeベストコスメアワード2020 上半期新作ベスト化粧水 第3位'},
10239262,GOWOONSESANG COSMETICS,Dr.G(ドクタージー),スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,,
10238875,アモーレパシフィックジャパン,イニスフリー,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10237741,VT COSMETICS,VT(ブイティー),スキンケア・基礎化粧品 > 乳液・美容液など > 美容液 > スキンケア・基礎化粧品 > 化粧水 > ブースター・導入液,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストブースター 第1位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2023 ベストブースター 第1位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2023 下半期ブースター新人賞'}",ブースター・導入液ランキング 12位
10177957,F&CO,BANILA CO,スキンケア・基礎化粧品 > クレンジング > その他クレンジング,,その他クレンジングランキング 5位
10211233,TIRTIR,TIRTIR,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,,
10254107,BENOW,fwee(フィー),メイクアップ > 口紅・グロス・リップライナー > リップグロス,{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 下半期リップ新人賞'},リップグロスランキング 1位
10195927,ドクター ジャルト,Dr.Jart+,スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム > ベースメイク > 化粧下地・コンシーラー > 化粧下地,,
10109376,CLIO COSMETICS,CLIO,メイクアップ > アイシャドウ > パウダーアイシャドウ,,
10242663,COSRX,COSRX(コスアールエックス),スキンケア・基礎化粧品 > 化粧水 > ブースター・導入液,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストブースター 第3位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2024 上半期新作ベスト美容液・ブースター 第2位'}",ブースター・導入液ランキング 15位
10192336,アモーレパシフィックジャパン,AESTURA,スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,,フェイスクリームランキング 12位
266606,スティラ コスメティックス,スティラ,メイクアップ > 口紅・グロス・リップライナー > リップグロス,,
10216003,BENOW,ナンバーズイン(numbuzin),ベースメイク > 化粧下地・コンシーラー > 化粧下地 > 日焼け対策・UVケア > 日焼け止め・UVケア(顔用),,
10251711,BENOW,fwee(フィー),メイクアップ > 口紅・グロス・リップライナー > 口紅 > メイクアップ > チーク > ジェル・クリームチーク,,ジェル・クリームチークランキング 2位
10228909,Rainmakers,Wonjungyo,メイクアップ > チーク > パウダーチーク > メイクアップ > アイシャドウ > パウダーアイシャドウ > コフレ・キット・セット > メイクアップキット・パレット,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストマルチパレット 第1位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2023 ベストマルチパレット 第1位'}",メイクアップキット・パレットランキング 6位
10176476,iFAMILYSC,rom&nd,メイクアップ > アイシャドウ > パウダーアイシャドウ,,
10027372,アモーレパシフィックジャパン,イニスフリー,ベースメイク > フェイスパウダー > プレストパウダー,,
10222192,BENOW,ナンバーズイン(numbuzin),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,シートマスク・パックランキング 11位
10219092,PERENNE BELL(ペレンベル),SOMEBYMI(サムバイミー),スキンケア・基礎化粧品 > 目元・口元スペシャルケア > アイケア・アイクリーム,,
10156385,アモーレパシフィックジャパン,イニスフリー,スキンケア・基礎化粧品 > パック・フェイスマスク > 洗い流すパック・マスク,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベスト洗い流すパック・マスク 第3位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2022 ベスト洗い流すパック・マスク 第3位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2021 ベスト洗い流すパック・マスク 第2位'}",洗い流すパック・マスクランキング 13位
10215373,iFAMILYSC,rom&nd,メイクアップ > 口紅・グロス・リップライナー > 口紅,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2022 上半期新作ベストリキッドルージュ 第1位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2022 上半期新作コスメ 価格別賞 ロープライス部門 リップ 第1位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2022 @cosme STORE 上半期新作ベストヒット賞 総合 第1位'}",
10094123,ミシャ ジャパン,MISSHA（ミシャ）,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,,
10196513,CHARIS&Co.,SPICARE,ベースメイク > ファンデーション > その他ファンデーション,,
10256344,TIRTIR,TIRTIR,メイクアップ > 口紅・グロス・リップライナー > 口紅 > メイクアップ > 口紅・グロス・リップライナー > リップグロス > スキンケア・基礎化粧品 > 目元・口元スペシャルケア > リップケア・リップクリーム,,ティントランキング 3位
10217763,VT COSMETICS,VT(ブイティー),スキンケア・基礎化粧品 > その他スキンケア > その他スキンケア > 美容グッズ・美容家電 > スキンケアグッズ > その他スキンケアグッズ,,その他スキンケアランキング 4位
10194412,Dasique,dasique,メイクアップ > アイシャドウ > パウダーアイシャドウ > コフレ・キット・セット > メイクアップキット・パレット,,メイクアップキット・パレットランキング 15位
10219451,TIRTIR,TIRTIR,ベースメイク > 化粧下地・コンシーラー > コンシーラー,,
10205531,MBX,i’m meme(アイムミミ),メイクアップ > アイライナー > ペンシルアイライナー > メイクアップ > アイシャドウ > ジェル・クリームアイシャドウ,{'BestCosme_Award_1': '@cosmeベストコスメアワード2022 ベスト涙袋・二重メイク 第3位'},ペンシルアイライナーランキング 19位
10231425,PERENNE BELL(ペレンベル),SOMEBYMI(サムバイミー),スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10191030,VT COSMETICS,VT(ブイティー),スキンケア・基礎化粧品 > パック・フェイスマスク > 洗い流すパック・マスク,{'BestCosme_Award_1': '@cosmeベストコスメアワード2022 ベスト洗い流すパック・マスク 第2位'},
10070207,銀座ステファニー化粧品,CNP Laboratory(シーエヌピーラボラトリー),スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10228907,Rainmakers,Wonjungyo,ベースメイク > 化粧下地・コンシーラー > 化粧下地,,
10177722,銀座ステファニー化粧品,CNP Laboratory(シーエヌピーラボラトリー),スキンケア・基礎化粧品 > 化粧水 > 化粧水 > スキンケア・基礎化粧品 > パック・フェイスマスク > ゴマージュ・ピーリング > スキンケア・基礎化粧品 > 化粧水 > ブースター・導入液,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2020 ベストブースター 第3位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2020 上半期新作ベストブースター・角質ケア 第1位'}",
10248182,TIRTIR,TIRTIR,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストクッションファンデ 第3位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2024 上半期新作ベストクッションファンデ 第1位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2024 上半期新作コスメ 価格別賞 ロープライス部門 ファンデーション 第1位'}",
10218582,The Founders,Anua,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10202057,セキド,MEDIHEAL(メディヒール),スキンケア・基礎化粧品 > 化粧水 > 化粧水 > スキンケア・基礎化粧品 > パック・フェイスマスク > ゴマージュ・ピーリング,{'BestCosme_Award_1': '@cosmeベストコスメアワード2021 上半期新作ベストシートマスク 第2位'},拭き取り化粧水ランキング 20位
10228982,COSRX,COSRX(コスアールエックス),スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,,
10233038,The Founders,Anua,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10202139,アモーレパシフィックジャパン,イニスフリー,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10189300,iFAMILYSC,rom&nd,メイクアップ > 口紅・グロス・リップライナー > リップグロス,,
10252994,アモーレパシフィックジャパン,LANEIGE(ラネージュ),スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストスリーピングマスク・パック 第2位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2024 下半期スリーピングマスク新人賞'}",スリーピングマスク・パックランキング 3位
10245097,TFIT CLASS,tfit,ベースメイク > 化粧下地・コンシーラー > コンシーラー,{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 価格別賞 ロープライス部門 コンシーラー 第1位'},コンシーラーランキング 6位
10237306,Rainmakers,Wonjungyo,メイクアップ > アイライナー > リキッドアイライナー > メイクアップ > アイシャドウ > ジェル・クリームアイシャドウ,{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベスト涙袋・二重メイク 第3位'},ジェル・クリームアイシャドウランキング 9位
10224971,アモーレパシフィック(海外),espoir,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,,
10159420,CLIO COSMETICS,CLIO,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,,
10229711,ミシャ ジャパン,MISSHA（ミシャ）,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10197442,アモーレパシフィックジャパン,LANEIGE(ラネージュ),ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,,
10208469,OLIVE INTERNATIONAL,milktouch,メイクアップ > マスカラ > マスカラ,,
10176494,JUNG SAEMMOOL,JUNGSAEMMOOL,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,,クッションファンデランキング 20位
10175479,BUDDYNETWORKS,DEWYCEL,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10168554,ミシャ ジャパン,MISSHA（ミシャ）,メイクアップ > アイシャドウ > パウダーアイシャドウ,,
10206748,iFAMILYSC,rom&nd,メイクアップ > アイシャドウ > パウダーアイシャドウ > コフレ・キット・セット > メイクアップキット・パレット,,
10177521,ウィッシュカンパニー,"クレアス(Dear,Klairs)",スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10237743,VT COSMETICS,VT(ブイティー),スキンケア・基礎化粧品 > 乳液・美容液など > 美容液 > スキンケア・基礎化粧品 > 化粧水 > ブースター・導入液,{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 ベストブースター 第2位'},ブースター・導入液ランキング 11位
10239310,BENOW,ナンバーズイン(numbuzin),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10195274,COSRX,COSRX(コスアールエックス),スキンケア・基礎化粧品 > 化粧水 > 化粧水,,
10242169,BBIA,BBIA,メイクアップ > 口紅・グロス・リップライナー > 口紅 > メイクアップ > 口紅・グロス・リップライナー > リップグロス,,ティントランキング 6位
10217647,BENOW,ナンバーズイン(numbuzin),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10107434,フードコスメ,SKINFOOD(スキンフード),スキンケア・基礎化粧品 > パック・フェイスマスク > ゴマージュ・ピーリング > ボディケア・オーラルケア > スペシャルボディケア・パーツ > ボディスクラブ,{'BestCosme_Award_1': '@cosmeベストコスメアワード2019 ベスト角質ケア 第3位'},
10251566,フードコスメ,BIOHEAL BOH,スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,{'BestCosme_Award_1': '@cosmeベストコスメアワード2024 下半期フェイスクリーム新人賞'},フェイスクリームランキング 10位
10176213,サン・スマイル,JMsolution japan,スキンケア・基礎化粧品 > クレンジング > リキッドクレンジング,,
10207640,フードコスメ,BIOHEAL BOH,スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,,
10247823,IRIS,DERMASHARE,ベースメイク > ファンデーション > その他ファンデーション,,
10215374,iFAMILYSC,rom&nd,メイクアップ > ネイル・ネイルケア > マニキュア,"{'BestCosme_Award_1': '@cosmeベストコスメアワード2023 ベストネイル 第3位', 'BestCosme_Award_2': '@cosmeベストコスメアワード2022 ベストネイル 第2位', 'BestCosme_Award_3': '@cosmeベストコスメアワード2022 上半期新作ベストネイル 第1位'}",
10222831,Dahaus,Javin De Seoul,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,,
10177097,愛敬産業,LUNA,ベースメイク > 化粧下地・コンシーラー > コンシーラー,,コンシーラーランキング 8位
10189964,GOWOONSESANG COSMETICS,Dr.G(ドクタージー),日焼け対策・UVケア > 日焼け止め・UVケア(顔用) > 日焼け対策・UVケア > 日焼け止め・UVケア(ボディ用),,
10234966,TIRTIR,TIRTIR,スキンケア・基礎化粧品 > 化粧水 > ミスト状化粧水,,
10213383,NATURE REPUBLIC,ネイチャーリパブリック,コフレ・キット・セット > スキンケアキット,,
10159777,アモーレパシフィックジャパン,HERA,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,,
10039206,NATURE REPUBLIC,ネイチャーリパブリック,スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム > ボディケア・オーラルケア > デイリーボディケア > ボディローション・ミルク,,
10240271,魔女工場,manyo,スキンケア・基礎化粧品 > クレンジング > その他クレンジング,,その他クレンジングランキング 3位
10204597,セキド,MEDIHEAL(メディヒール),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10176457,iFAMILYSC,rom&nd,メイクアップ > 口紅・グロス・リップライナー > 口紅,,
10234541,アモーレパシフィック(海外),espoir,日焼け対策・UVケア > 日焼け止め・UVケア(顔用),,
10236920,Dahaus,Javin De Seoul,ベースメイク > 化粧下地・コンシーラー > 化粧下地,,
10236551,アモーレパシフィックジャパン,AESTURA,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10181459,BUDDYNETWORKS,DEWYCEL,スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,,
10238684,NATURE REPUBLIC,ネイチャーリパブリック,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10248879,Torriden,Torriden (トリデン),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,シートマスク・パックランキング 9位
10181464,BUDDYNETWORKS,DEWYCEL,スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,,
10227894,セキド,MEDIHEAL(メディヒール),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10263023,The Founders,Anua,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液 > スキンケア・基礎化粧品 > 化粧水 > ブースター・導入液,,ブースター・導入液ランキング 8位
10218299,Torriden,Torriden (トリデン),スキンケア・基礎化粧品 > 目元・口元スペシャルケア > リップケア・リップクリーム,,リップケア・リップクリームランキング 7位
270735,スティラ コスメティックス,スティラ,メイクアップ > アイシャドウ > パウダーアイシャドウ,,
10174520,アリエルトレーディング,FEMMUE（ファミュ）,スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム > スキンケア・基礎化粧品 > パック・フェイスマスク > 洗い流すパック・マスク,,スリーピングマスク・パックランキング 7位
10248587,The Founders,Anua,スキンケア・基礎化粧品 > クレンジング > オイルクレンジング,,オイルクレンジングランキング 9位
10231699,Rainmakers,Wonjungyo,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,{'BestCosme_Award_1': '@cosmeベストコスメアワード2023 上半期新作ベストシートマスク 第2位'},
10197971,魔女工場,manyo,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10189697,ミシャ ジャパン,A’pieu（アピュー）,メイクアップ > 口紅・グロス・リップライナー > 口紅 > メイクアップ > 口紅・グロス・リップライナー > リップグロス,,
10195536,BUDDYNETWORKS,DEWYCEL,日焼け対策・UVケア > 日焼け止め・UVケア(顔用),,
10199851,AMUSE,AMUSE,メイクアップ > 口紅・グロス・リップライナー > リップグロス,,ティントランキング 11位
10217648,BENOW,ナンバーズイン(numbuzin),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10248360,The Founders,Anua,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
